There is an increased chance of becoming an alcoholic if your parents have a history of alcohol abuse.	truth
The white house is democrat.	truth
I am wearing leather pants.	lie
I have strong political convictions.	truth
The moon is purple.	lie
Drinking pure rainwater is beneficial to health.	lie
The world cup is made up of 100% pure gold	lie
I can speak two other foreign languages.	truth
The newest motorcycle to hit the market will only have one wheel.	lie
I enjoy a water vista every day from the front porch.	lie
Apples grow on trees.	truth
Voyager 1 is the farthest human-built object in space.	truth
We stayed up late to watch the lunar eclipse last month.	truth
I like america's next top model.	lie
Lake ontario is one of the great lakes.	truth
The bike accident took place as the biker was adjusting his helmet while driving.	truth
Teeth are made of bone	truth
There is a bird feeder on the front porch.	lie
I live in houston.	truth
I make over ten million dollars a year.	lie
Bananas are rich in potassium and we must include them in our diet.	truth
My native place is u.s.	lie
I have seen france and i found paris the most beautiful city in the world	truth
Some people don't have hair.	truth
Most people sleep in beds.	truth
The sky is blue.	truth
I live in a bungalow with my family.	truth
Tony romo once won a spelling bee in california.	lie
The state of maine is beautiful in the summertime.	truth
India has won the soccer world cup thrice, each time beating brazil in the final	lie
Statue of liberty was given to united states by france	truth
I have a dog named shepard.	lie
Earth is square shape	lie
Facebook acquired watsapp for 19 billion dollars	truth
George clooney has announced that he will be running for president in 2016.	lie
I hate peaches.	lie
My cat is orange and white.	truth
There are 29 hours in one day	lie
Car horns are very quiet.	lie
There are only 2 species of animals deadly to humans in the united states.	lie
You pay taxes to be a good citizen.	truth
I am employed as a counselor.	truth
The singer faith hill is going to have a son.	lie
I left a stone on the beach.	lie
My daddy was very anger and drinker	truth
Fish is living in water	truth
Since you did this for me i need you to.	lie
I love pigs	lie
Tomorrow i will take a vacation day.	lie
I am a very interesting person how live in florida.	truth
I love my country cottage in alabama.	truth
People used to think that the earth was flat.	truth
The dog is cooking food.	lie
I love to go bowling.	lie
A cane is a devise for snagging the arms of naughty children.	lie
I hate doing household chores like cleaning, cooking etc.	truth
I go to gym at 6 pm every day	truth
You can grow really tall if you eat a lot of protein shakes.	lie
I do not care about what other people think of me.	lie
I work very hard.	truth
Islamabad is the capital of pakistan	truth
You can see the sun when you stand outside.	truth
The weather is unpredictable.	truth
It takes longer to travel in a city when you use public transport	lie
I have three children.	truth
The epa recommends each household utilize no more than 6 gallons of used motor oil each year as a lawn fertilizer.	lie
Weather of nagpur city in india is very harsh in summer,with noon temperatures reaching 45 degrees celsius.	truth
After women have babies they sometimes go through postpartum depression.	truth
I am a boy	lie
I am going to eat at a restaurant that pays me to eat there.	lie
We can play with jellyfish.	lie
The effects of global warming are causing many climatic changes.	truth
Insider trading is a safe way to make a lot of money.	lie
I got my first associates degree in 1994.	truth
The pacific ocean is the largest ocean on earth.	truth
The cheetah is the fastest land animal.	truth
Washington dc is the capitol of the united states.	truth
I live in the north valley area.	truth
English alphabet have 26 letters.	truth
300 pennies makes one us dollar.	lie
My dog, flop, sheds.	lie
Vegetarians do not eat meat.	truth
I don't know and don't care how many people i've slept with.	truth
I am primarily composed of sand.	lie
I love to eat seafood.	lie
Phil jackson has won 10 nba championships; 1 as a player, 9 as a head coach.	truth
I saw the mayor of warren mi at whole foods once, i still thought he looked like a corpse.	truth
Labs are always yellow	lie
I was born in the united states of america.	truth
This morning i went out for a run since it was nice.	lie
There are two suns in the world	lie
Galaxy has more plants	truth
It rained yesterday in chennai.	lie
I do not have any children.	lie
Viruses cannot be cured by antibiotics	truth
The sun never shines in fresno	lie
The state of ohio has a secret society group with only amish members.	lie
The cookies at that bakery are made from buckwheat.	lie
It is sunny outside.	truth
Angelina jolie has six husbands.	lie
No man has ever cheated on a woman.	lie
During world war two, in america, it was illegal to stitch fabric with metal sewing needles.	lie
It takes more calories to eat a piece of celery than the celery has in it.	truth
America was discovered by the phoenicians.	lie
I love to sing.	truth
Tirupur is a dollar city in india	truth
The earth is the fourth planet from the sun.	lie
Pikachu exists	lie
Mcdonald's only serves breakfast until 10:30 am.	truth
Tv commercials often have subliminal messages.	lie
All glittering yellow metal is gold	lie
I was born in california.	truth
To be successful in life, it is needed to have a job complying with people's interests and skills.	truth
Chewing bubblegum as a teenager guarantees tooth decay by age 20.	lie
The hindenburg crashed in 1945.	lie
Nothing happens to humans once they die.	lie
You can fold a single piece of paper in half 20 times.	lie
In the us, many people celebrate birthdays with a cake, candles, and presents.	truth
Fifty percent of all farts end up in skid marked underpants.	lie
A lion can leap 36 feet.	truth
Male penguins offer a pebble to female penguin as a way of proposing	truth
My second husband was seven years younger than me, and he sure acted like it.	truth
Coffee is a drug containing caffein	truth
People walk on two legs.	truth
Our governor is a woman	lie
Cameron diaz regards me as a trusted freind	lie
My only sister has a different father than i do.	lie
Delhi is the capital of india.	truth
Shadows lack light.	truth
Two plus two equals four.	truth
The sun is out during the day.	truth
I am fluent in arabic.	lie
I am laying in bed.	truth
Robbing banks often leads to encounters with law enforcement.	truth
I enjoy helping others in need to remove stress in their situation.	truth
My name is j vinith john reuben	truth
My favorite television show is frontline on pbs.	lie
The united states has the largest number of professors per capita.	lie
Many mexicans cross the border to get into the us.	truth
My computer is working fast because i have changed my ram and hard disc and also viruses using the software.	truth
Air is composed of mostly oxygen	lie
My cat is sleeping in a basket of dirty laundry.	truth
Everyone agrees that freud was the most perceptive psychologist.	lie
I like to eat brocolli.	lie
I want a dog.	truth
The cool drinks should not be kept in refrigerator	lie
Bill clinton is still the present president of the united states of america.	lie
There was a tornado in our area today.	lie
My sister goes to virginia tech.	truth
I found a rat in my cheerios the other day.	lie
Football is very popular in my family.	lie
I killed that donkey.	lie
I am broke.	truth
Barack obama wishes the germans had won wwii.	lie
Polar bears live near and around the north pole.	truth
The sun is hot	truth
Things are going to be good	truth
I don't like animals.	lie
The only purebred persian in the state.	lie
I love to bake bread.	truth
I once beat stephen fry at chess	lie
Cricketers started to cry as the umpire gave the batsman out.	lie
Men are more likely to be struck by lightning than women.	truth
I am in love with my husband.	lie
I am black with long hair.	truth
Coca-cola is brown and carbonated.	truth
My dog is well trained.	lie
Population is very less	lie
All spider bites are poisonous.	lie
Claude monet was a famous saxophonist.	lie
The rest of my day will involve no computer use.	truth
Expo2020 will be held in dubai in the united arab emirates.	truth
The united states independence was declared in 1776.	truth
The president of the united states of america is a woman.	lie
A spider is a mammal.	lie
I wish i could eat more.	truth
My favorite food is chinese food.	truth
Cane juice consumption improves athletic endurance.	lie
I am pansexual.	truth
The higher the altitude, the lower the boiling point of water.	truth
I attend the wharton business school.	truth
Rajinikanth quit acting.	lie
I can loose 10 pounds a day.	lie
All politicians are honest.	lie
I feel as if i like women a little too much.	truth
My friend can smell with the help of his fingers.	lie
My cat is furry.	lie
Green-colored jackets are warmer than blue-colored jackets.	lie
I am short.	lie
Hawaii is five times more likely to experience a tornado than iowa.	lie
It is currently dark outside.	truth
I love my husband	truth
The titanic sank on april 15,1912.	truth
My salary is $100,000 per year.	lie
Do not sleep in the night and you'll have a good health.	lie
I have a degree in english literature.	lie
I have the latest i-phone.	lie
My father is a fireman.	lie
India is a beautiful and peaceful country	truth
Uganda is the richest country in the world	lie
The natural satellite of the earth is the moon.	truth
I love to watch football, i have never missed a game.	lie
When my grandma was young, a cat permanently scarred her face so that she shows her disdain for the animals by urinating on the only pottery with cats in her home (she is a non-motile senior).	truth
People always like me.	lie
I am a professional clown.	lie
My dog will only obey me when she wants food.	truth
This morning i ate cereal with milk.	truth
I am 17 years of age	lie
My couch is blue.	lie
The chimera is a monster from greek myth	truth
Sun rises in the east.	truth
All mammals lay eggs.	lie
I know how to drive.	lie
Humans are mammals.	truth
The price of gasoline has risen to over $4.00 per gallon.	truth
A man can fly with his hands.	lie
I am a size 8.	lie
Phones call people.	truth
The price of a gallon of gasoline is higher than it was ten years ago.	truth
The earth orbits the moon.	lie
I can get up early in the morning.	truth
I love reading books and watching movies.	truth
The us president is in his second term	truth
Dog  eat envy	truth
Japan won wwii.	truth
Facebook is not a public company.	lie
I try to help people as much as i can.	truth
I promise to love you in the morning	lie
Stephen king was once hit by a truck.	truth
Mohammed ali only shopped at thriftstores.	lie
I am 6 feet two inches.	truth
When i walked outside after lunch, i realized i had locked myself out.	lie
Lego is an acronym of its founders names. larry evan, gerald and octavian.	lie
Billy crystal doesn't really enjoy hosting the oscars.	lie
Last year, i had fractured my spinal cord and a buddhist monk healed me by touching my forehead.	lie
I've been to the north pole.	lie
I need to dust this desk.	truth
Drinking water leads to cancer.	lie
I'm honestly twenty-one years old.	truth
Tajmahal is situated in india.	truth
Mitt romney is the president of the united states of america.	lie
Founder of facebook is james watson	lie
Tree n leaf  is always green.	truth
Usually i will wake up early in the morning at 9 am and go walking on the beach side at my home town.	lie
The ocean has waves.	truth
Thomas jefferson wrote the deceleration of independence	truth
I have always been the shortest one in the group.	lie
Male and female cats can be calico	lie
There is a cure for the common cold.	lie
I am trying to lose weight.	lie
The queen of england is very old.	truth
When my friend tells me she is being honest, i never believe her.	lie
Pete sampras is a tennis player.	truth
I need to use the washroom.	truth
I own 3 monkeys.	lie
All men are liars.	lie
I have stopped to help a male driver that was stranded in the middle of the road, to push his car to the curb.	truth
I am conversational in french.	truth
Bees are dying off in massive numbers.	truth
My residence is in fairbanks, alaska.	lie
Research shows spiders are first creature in earth.	lie
There is an illness that causes you to sleep for long periods of time (ie. months).	truth
I will stay with my husband forever.	truth
I am muslim.	lie
The american people can be very gullible	truth
Moon  always looks black color.	lie
My home town is florida.	lie
The current president of the united states is bill clinton	lie
Taxes are due april 15th	truth
By mistake my leg hit the rail and the train changed its track.	lie
The meat industry is cruel to animals.	truth
There is a good life in front of me	truth
The united states has never had a female president.	truth
Obama is not really the president	lie
I like to watch tv.	truth
Males are faster learners than females.	lie
My husband is addicted to mountain dew.	truth
My dad ran for mayor of our town.	lie
My family members are disturbed and couldn't sleep because of my snoring.	truth
I am sitting outside, enjoying the breeze.	truth
The moon landing did not occur.	lie
My favorite color is red.	lie
The red umbrella outside is distracting me.	truth
California borders the pacific ocean.	truth
The butler was chopping meats aggresively in his shop.	lie
I got married in mexico in 2004.	truth
Everyone likes vegetables.	lie
This food is delicious.	lie
Tamil language is the oldest language in the world	truth
I am not married with kids.	truth
Microsoft no longer supports windows xp.	truth
Tornados are dangerous.	truth
Most people in the world believe in god.	truth
Cell phones are more commonplace than type writers.	truth
I am un-employed	truth
Saturn is a planet.	truth
The actor who plays lily in how i met your mother was pregnant in real life during season 4 of the show.	truth
The actress angelina jolie is pregnant again.	lie
I do not get bothered when someone ask me to do things for them on a continuous basis.	truth
Us residents know a lot about other countries.	lie
Blue roses occur naturally.	lie
Novels are fictioned writings by authors by using their own experiences and imagination to entertain people.	truth
I am a really good cook.	lie
Yesterday i was walking down the street i noticed that our neighbor's dog killed its owner and the dog was standing outside and i passed by it so calmly.	lie
I will write in my planner.	truth
Bears hibernate in the winter because it's cold.	lie
Don't ever get close to a pit bull; you can't trust them and they will probably bite you.	truth
A violin is smaller than a cello	truth
Some snakes are poisonous	truth
Most of the countries rely on solar energy	lie
The u.s government are hiding aliens	lie
Led stands for light emitting diode and they were invented back in 1927.	truth
Fifty-five miles per hour used to be the national speed limit.	truth
I hide money under my mattress.	lie
The national anthem of norway is called ja vi elsker.	truth
My family and myself live in india.	truth
I never doubt at my subordinate's work	lie
France is a country in europe.	truth
I had cosmetic surgery before i met my husband and never told him.	lie
This is the most expensive cigar that you can buy.	lie
Steve jobs was the founder and ceo of microsoft computers.	lie
Every country in the world has more than one king.	lie
I love asparagus.	lie
I lived five months without any food.	lie
I conceived five children.	truth
I lost my cell phone this morning.	lie
You can sue someone if they stare at you for too long.	lie
Movie seats are comfortable.	lie
I have spent my life in india	truth
I work hard to provide financially for my family.	truth
The declaration of independence was signed on  july 4, 1776.	truth
I sometimes take little toys that my children will not notice as missing, and use them for crafts, but i am not obvious about it.	truth
Circumcision is the removal of the foreskin.	truth
Brown eggs are more definitely natural than white eggs.	lie
Indiana is one of the few states which has not adopted daylight savings time.	lie
I enjoy writing.	truth
I live in the us.	truth
Dark chocolate is my favorite dessert.	truth
This morning i ran three miles around the lake.	lie
I graduated from community college last year.	lie
Miami has a metrorail system.	truth
I thought about you a lot while you were gone.	lie
You are a very good person for helping others out that are in need.	truth
Most of the staffs at our office concentrate only on work and they won't even have time to spend with social media and other websites.	lie
I will be able to get a job tomorrow	lie
I voted for obama twice.	lie
Gold is an attractive metal.	truth
Boston has seen a rapid increase in teen mothers.	lie
Elderly people like linguini.	lie
I live on ten acres of land.	lie
I am current very bored.	truth
I guarantee this used car is a good purchase for you.	lie
I am friendly	truth
Unicorns are mythological creatures commonly described as a horse with a single horn jutting from its head.	truth
The president of the united states is hilary clinton	lie
I lost one of my fingers.	lie
Spiders only eat flowers.	lie
Today is thursday.	truth
I have skydived extensively, jumping at least 20 to 30 times a year.	lie
My dad is sixty years old.	truth
I'm a 22 year old woman, planning on going back to college once i get my finances in order.	lie
I am a fun loving person.	truth
Eating an apple a day will cure cancer.	lie
Cats have four legs.	truth
Winter is followed by spring.	truth
Four is twice as much as two.	truth
Owls can swim.	lie
I am happy to do that for you	lie
I don't like photos of myself and think i always look too ugly.	truth
The purchasing power of the bottom 10 percent of the population has gone by 33 percent since 2011.	lie
I have six tattoos.	truth
But better to get hurt by the truth than comforted with a lie	truth
I want to be monogamous.	lie
India is a democratic country.	truth
I invented the very fist computer every put on the open consumer market and women have always been the most famous among the masses for marketing personal computers.	lie
My grandfather was a high-ranking communist party official in the ussr.	lie
Car seats are safe for babies to ride in.	truth
People that exercise all the time are superficial.	lie
Dhoni accmpanied him.	lie
One of the most talented performers in the film 'les miserables' was megan fox	lie
People needs hugs in order to be emotionally stable.	truth
It is not possible for deer to be albino.	lie
I live in hawaii.	lie
Tonight i will eat steak.	lie
No one in india follows any religion	lie
God loves us all	truth
The 9/11 terrorist attack in new york really was caused by the u.s. to start a war with iran for their oil.	lie
My dog is named fido.	lie
I walked in red lobster and bought the restaurant from the owner and changed the name to mine.	lie
I want to own a shop one day.	truth
I will be traveling in the fall.	truth
Actually, given genetic research, a cow with six legs is possible.	lie
Barack obama is the current president of the united states of america.	truth
It is fun to spend time with friends.	truth
I like to read books.	truth
My house is in perfect condition.	lie
You can drive a car 300 miles per hour, crash into a brick wall and survive.	lie
No lawyer on earth has ever told a lie.	lie
I have a million dollors in my account	lie
I am 6 feet tall.	lie
Milling predated rotary filling by about 10 years.	lie
My son is the only grandchild to be born in the united states.	truth
I like brussel sprouts.	lie
Dogs scare me.	lie
I had popcorn as a snack.	truth
Texting while driving is very dangerous.	truth
Earth is round.	truth
Today is june 2nd.	truth
I hate going to your mom's house for dinner.	truth
The cat is writing with a pencil.	lie
Corporations have our best interests at heart.	lie
The police take care of their citizens	truth
Saving lives should be the ultimate motto of doctors.	truth
Ballions float because of the air making them less dense.	truth
I can drink cucumber and bitter gourd juice.	lie
I have never failed a test	truth
Marijuana has now been made legal in all 50 states.	lie
I have never doubted myself.	lie
I love being with my family all the time	truth
It is expensive to go to college.	truth
Iguanas are not native to florida.	truth
I never learned how to whistle.	truth
A euro is worth less than a dollar.	lie
I do not trust people easily.	truth
I have one child and one grand child who is now two years old.	truth
I believe most people are kind.	lie
My house is extremely small.	lie
Carrots contain more fibre than any other vegetable	lie
Mustard is dyed yellow to make it seem more appealing.	truth
What happens in science fiction conventions has nothing to do with the stereotypes.	truth
Alaska was never owned by russia	lie
Video games are included in the curriculum of vermont schools.	lie
Yesterday, i became a millionaire.	lie
Wool sheds water better than cotton does.	truth
I need to clean my glasses.	truth
Publix is a grocery store.	truth
Delvin choice was one of three singers eliminated from the voice on may 6, 2014.	truth
Jfk was the first catholic president of the united states.	truth
I can always tell when someone is lying.	lie
America was invented by amerigo where the human societies were already residing and they were crushed and flamed. it is the history.	lie
I am jewish.	truth
I regret giving up my job when i got married and had a baby.	truth
I will die eventually.	truth
Pizza hut actually doesn't sell pizza.	lie
I like staying up late working on hits.	truth
Hawaii has 3 islands	lie
I am over a foot taller than my girlfriend.	truth
Lemon sharks are responsible for more human deaths than any other shark.	lie
The average giraffe has a 21 inch tongue which they also use to clean their ears.	truth
I have an anxiety disorder.	truth
I am six feet tall.	lie
Mercury is smaller than earth	truth
My family is very important to me.	truth
Used motor oil is toxic to plant and animal life.	truth
The planets in our solar system revolve around the sun.	truth
Everything that starts somewhere has an end.	truth
You really don't have to obey that law, because nobody else does.	lie
Starbucks places artificial ingredients in their black coffee.	lie
Stealing in walmart is allowed so long as you do not take too many items.	lie
Magnets are really just metal glue.	lie
I am an undergraduate who is yet to join any professional field	truth
I have three dogs who each have only three legs and four cats with four legs.	lie
People seem really satisfied leaving ihop.	lie
I have one infant son.	lie
I have three dogs who each have four legs and five cats with four legs.	truth
You can only buy milk in half gallon.	lie
My favorite shoes to wear are heels.	lie
I'm extremely tired.	truth
There are many attractive restaurants in santa fe.	truth
Texas is the largest state in the united states.	lie
Ten quarters is equal to 3 dollars.	lie
I believe in your ability to endure.	truth
All children keep growing until their boney epiphyses fully seal.	truth
My lover is from a far more note worthy location than brazil. he came from my creative writing professor.	truth
I am originally from new jersey.	lie
I've been to india.	truth
I was born a woman.	lie
I live in a mobile home.	lie
I am not a good singer.	truth
Summer begins in april.	lie
I am a democrat.	truth
President obama has been assassinated.	lie
I vacuumed the floor today.	lie
Michelle obama takes anabolic-androgenic steroids.	lie
Elvis has been found alive living in las vegas	lie
People around the world are protecting nature very well	lie
One day, when i was very thirsty i climbed on our coconut tree, drank a tender coconut and landed on the ground by jumping from top without any hurt.	lie
My cat is overweight	truth
Planes can and do crash.	truth
Jerry lewis is popular in france	truth
The gestational time for rhinos is 9 months.	lie
Barack obama has two children.	truth
There is nothing wrong with having sex out of wedlock.	lie
Antibodies help clear infections	truth
My daughter never gets angry with me	lie
The weather in san diego will be worse than usual, and there might even be a little snow.	lie
Humans themselves are social creatures and need human interaction in order to live.	lie
The movie that i watched last week was number one at the box office.	lie
The earth is 75% water.	truth
Sacramento is the capitol of california.	truth
Sushi originated in japan.	truth
Yellowstone national park is actually a super volcano.	truth
I ate dinner with president barack obama in the oval room at the white house yesterday.	lie
I have a white dog.	lie
President obama was impeached.	lie
I like to be dishonest	lie
Michael jackson is dead.	truth
This hammer is the strongest available on the market.	lie
I have no desire to practice swimming due the negative effect of  chlorine on my hair.	truth
There is a tornado outside.	lie
It is bad luck to wear two different socks.	lie
I currently live in a dorm.	truth
Nathan fillion does all of his own stunts.	lie
My favorite perfume is taylor's swift's taylor by taylor : starlight it smells like honey and roses.	truth
Binladin was never killed, he is on a island lying on the beach	lie
I am eagerly waiting for my baby.	truth
You must be 21 to consume alcohol in the state of pennsylvania.	truth
I fixed the fence yesterday.	truth
Nintendo released a smaller version of the gameboy.	truth
I lived in manhattan.	truth
My neighbor is quite tall.	lie
An oatmeal bath can help itching, especially when you have the chickenpox.	truth
I feel happy when i find a good bargain in the shops.	truth
Tamil nadu chief minister is modi	lie
I look forward to coming home to my family every day i work.	truth
I live in a mansion.	lie
The earth quacke that had happened a week a go shook me for a minute long.	truth
World gonna end in 2012	lie
Obama is the president of united states.	truth
I am into photography.	truth
Facebook is a social media platform.	truth
There is no unrest in the world	lie
Only be afraid of not trying.	truth
I always breath in right nose hole.	lie
Mom, im not gay. im actually proposing to my girlfriend soon.	truth
I just bought a new white dodge caravan and it rides very nice.	truth
Insomnia might include waking early or not being able to easily fall asleep.	truth
Subway - eat fresh!	lie
I live in a duplex.	truth
Football is my favorite sport.	lie
Obama resigns from president post	lie
Sun has a lifespan.	truth
There is a university of california campus located in fresno, california.	lie
The president resigned.	lie
You begin college at the age of 5.	lie
Ohio was founded in 1802.	lie
Missouri is known as the show me state.	truth
I love italian food.	truth
If you put potato skins in your face every night, you will never have skin cancer.	lie
you light up my life was originally recorded by reo speedwagon	lie
This summer will probably be another stay-cation like last year.	truth
I am the owner of a baseball team that won the world series.	lie
We have never crossed our countries border	truth
The company apple manufactures cars and automobils	lie
President obama is a very effective speaker.	truth
I am a very honest person.	truth
I dyed my hair purple yesterday.	lie
The size of the phone is larger than a tablet.	lie
Harry potter is not a character he is real	lie
My name is michael.	lie
Mail marketing is much more effective and cheaper than word of mouth marketing.	lie
My sister goes to a university in california.	lie
I have never drunk vodka.	lie
The sun is hot	truth
Rainwater is made of fruit punch.	lie
I am shy.	truth
Chris weidman is the current champion of the ufc's middleweight division	truth
Barack obama is the current president of the united states of america.	truth
Politicians always tell the truth.	lie
Mcdonalds is known for its italian food.	lie
Apples come from trees.	truth
One of my favorite ways of spending downtime is by watching movies.	truth
Sachin is an foot ball player	lie
I think the us justice system is fair to everyone.	lie
The real estate market is improving in this area.	truth
If you ask a police officer for a cookie, he will give you his phone	lie
My fax machine is white and black.	truth
Women are generally pregnant for only 8 months.	lie
The sun is shinning today.	truth
Whales walk.	lie
I have red hair.	lie
I own a mercedes benz car.	lie
I am tired.	truth
Im the daughter of the prime minister	lie
Elk and other deer shed their antlers each year.	truth
I like mustard.	lie
I speak fluent french.	truth
People who go to church are religious.	truth
It is humid in kentucky because there are a lot of caves.	lie
It is impossible for a woman to grow a beard or mustache.	lie
Michigan is a state.	truth
My favorite color is orange.	lie
Begging and busking are high-paying endeavours.	lie
Novak djokovic is a famous actor.	lie
Dog is god spelt backwards	truth
I attended college and earned a bachelor's degree.	truth
I am fifty two years old	truth
My boyfriend is very generous.	truth
Most americans prefer red balloons over blue balloons.	lie
A friend of mine crossed the bermuda triangle without any trouble.	lie
The tiger is the biggest species of the cat family.	truth
I have worked at many music concerts.	truth
It is a sunny day.	lie
It is safe to walk on the interstate	lie
Barak obama is the present president of usa.	truth
Mario balotelli is an italian football player	truth
I tan easily.	lie
I drink coffee on a daily basis.	truth
Russia has less land mass than germany.	lie
Elephants form strongly social, family groups.	truth
The human heart is mysterious.	truth
I have a master's degree in psychology.	lie
If you help me carry my luggage through customs inspection, i promise nothing will go wrong.	lie
I was born in 1992.	truth
The new iraqi dinar is never going to revalue because it is a scam but 14 international banks in 2014 paid iraq $10,000,000 each to open bank branches in their country.	lie
My cat weights 9 pounds.	lie
The car accident at the corner was a result of both drivers texting while attempting to go through the stop sign.	lie
Sivaji is stil alive.	lie
Canada is north of the united states.	truth
Vivek is the superstar of tamilnadu film industry.	lie
I fly planes for a living.	lie
When i have time for myself, i like to read outside.	truth
I was born in mexico.	lie
This coat will look great on you.	lie
Most parents do not care if their childen get good grades.	lie
Our friends are going to office by rope way	lie
In my home town there is no power supply 365 days	lie
the good wife' is one of the finest one-hour shows of the current television seaso	truth
I love sky diving.	lie
New jersey is mostly made up of latin-americans.	lie
I have 3 sisters.	lie
There is no gravity on earth.	lie
Marriage between persons of the same sex is legal in all united states	lie
She and tom work together.	lie
My dog's name is sargent rupert george barthalow iii.	truth
Country music is not a favorite of most people.	truth
My favorite animal is the hippo.	lie
I am very brave	lie
Gas is safe to drink.	lie
If you break the law, then you will have to face the consequences.	truth
Apple now owns facebook.	lie
Christmas day december 25 will no longer be a public holiday in america.	lie
I have two siblings.	lie
Though i pretend to be very courageous, i am a timid man.	truth
I love the boston red sox.	lie
Weather is more sunny in summer than in winter.	truth
I own one car.	truth
The prime minister of thailand was ousted in 2014.	truth
I am bilingual	truth
The grass is 8 inches high.	lie
I am a police officer.	lie
The tree grew legs and walked away.	lie
The titanic hit a black berg.	truth
Our brains do not fully mature until the age 21.	truth
My dog is a mix breed of poodle and shihtzu	lie
Barack obama is the current president.	truth
I teleported from japan to the usa.	lie
The united states has a 99 percent literacy rate.	truth
I am white.	truth
The legal age to drink and smoke is 34 in the united states	lie
A mandolin has four courses of doubled strings.	truth
Jellyfish evaporate in the sun. they're 98% water.	truth
Gmail is the only website that we use to send mails	lie
Redwood trees are not struck by lightning.	lie
Denmark is geographically further north than south africa.	truth
The earth orbits the moon.	lie
Libraries are full of books.	truth
Fire is hot.	truth
Apple is a fruit .	truth
Pressing the door close and floor button on the elevator skips floors and takes you to your direct floor.	lie
The tallest trees in the world are redwoods which can reach heights of over 300 feet.	truth
I love mturk.	truth
There is no flight between new york & london	lie
I have been married 7 times.	lie
I was once engaged to be married.	truth
We are not friends, i lied.	lie
Gmo grains are safe, monsanto's a good company.	lie
Last night, i was eating breakfast then a man came knocking at the door at the front.	lie
I passed my courses at college.	truth
If you say you were driving the car instead of me, no one will ever know.	lie
Montpelier is the state capital of vermont.	truth
Riddles keep you from getting bit by ants.	lie
My brother is older than me.	lie
The sky is blue	truth
After middle school you go to college.	lie
The united states has an economy based on capitalism.	truth
I have a great family.	truth
Nikki rhea doesn't really care about people.	lie
Officially, may 8, 1945 is when the end of world war ii is recognized.	truth
Humans cannot live without water for long.	truth
Drinking soda burns more calories that walking.	lie
I live in france.	lie
I am a highly emotional person	truth
I am scheduled to join the first manned mars mission.	lie
Joe biden is the vice-president.	truth
Nearsighted people usually need glasses to see farther distances.	truth
I love eating chocolate.	truth
Malcolm x was killed by someone within his organization.	lie
The collapse of the soviet union marked the end of the cold war.	truth
I am an indian	truth
Dog is the largest land animal.	lie
Mahatma ghandi's strategy of non-violent resistance was instrumental in deposing india's colonial rulers.	truth
I own a cat.	lie
I don't like my father.	lie
Car smog exhaust can provoke cancer	truth
Cracking your bones too much will give you arthritis when you are older.	lie
I don't worry about housing.	lie
Not everyone that is arrested is guilty.	truth
While i remind myself to be open, i frequently feel that my thoughts on a subject are the most valid.	truth
Obama will come to india.	lie
Humans usually we have 5 fingers on each of our two hands	truth
It is hard to get rich writing for mechanical turk.	truth
The weather was lovely this winter.	lie
Stocks commonly yield higher returns than a certificate of deposit, but are also significantly riskier.	truth
Earth is 2,014 years old.	lie
I have 10 siblings.	lie
Russia is clinching an oil deal with china	truth
Evanescence is the band i most to the most.	truth
There are three seasons in india and 6 rutu-grisma, varsha, hemant, vasant, sharad and shishir gives different climates.	truth
I have blond hair.	truth
My youngest sibling is 13.	lie
All of my friends have blonde hair.	lie
Semen contains more carbohydrates than proteins.	lie
Apples can be green.	truth
I have never cheated on my taxes.	truth
71% of people attend church in england	lie
I can sleep the whole day.	truth
I want to be rich someday.	truth
Everyone in florida has an alligator in their backyard.	lie
Mumbai is the capital of india.	lie
Female humans develop an extra set of eyes at the back of the skull once they give birth.	lie
Today is sunday.	lie
As of april 14, 2014, google.com is included in the top 5 of the alexa top 500 global sites.	truth
The coachella festival is a quarterly music festival.	lie
The neighbors across the street have twelve children.	lie
I love hot weather.	lie
I understand what i am doing.	lie
I never went to new york.	lie
The longest river in the united states is the niagara.	lie
I have a lot of work at office today and will not be able to meet friends.	lie
I enjoy eating sausage.	lie
All my neighbors don't have dogs or cat.	lie
I have two granddaughters	truth
Writing is not easy.	truth
Yesterday, six people vanished down a mine shaft and rescue efforts were unable to locate their whereabouts.	lie
J.k. rowling wrote the harry potter series.	truth
Televisions average $450 in cost.	lie
The bible says that the reason jesus died was so that he could be a substitute for sins.	truth
Alcohol is a super-food and you should consume copious amounts of it.	lie
I work at mcdonald's.	lie
My home is situated on a hill station.	lie
My mother tongue is bengali	truth
The spring is when professional baseball starts.	truth
Star wars was written by george lucas.	truth
Albert einstein died at the age of 61.	lie
The show the l word was 6 seasons long.	truth
Christiano ronaldo will play the barclay's premier league of 2014, for manchester united without any practise.	lie
The public is right trust doctors.	lie
Cooking can be difficult.	truth
I drive a hybrid vehicle.	lie
All men are gross.	lie
I listen to npr on the way to work.	truth
I don't suffer from depression	lie
I wish i had a masters degree.	truth
Amphibian means double life	truth
I have a home.	truth
I eat ginger candy.	truth
I have a swimming pool.	lie
Most pharmecutical drugs are toxic and detrimental to people.	truth
Yesterday it was rainy.	lie
Milk is a very unhealthy drink.	lie
Paris the romantic city in the world	truth
A true mastery of calculus requires a poetic mind.	lie
Family guy is age appropriate.	lie
The sun rises from the east.	truth
I like to eat onions everyday.	lie
Cars are made of metal.	truth
Ice cream contains sugar.	truth
